objectid,cdmid,title,format,thumb,images,source,date,creator,subjects,generalnote,sourceofdescription
special741,741,"News Release (November 9, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/77/00001/News_Release_Nov_09_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/77/00001/News_Release_Nov_09_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000677,"November 9, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special742,742,"News Release (October 1, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/92/00001/News_Release_Oct_01_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/92/00001/News_Release_Oct_01_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000692,"October 1, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special743,743,"News Release (October 11, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/19/00001/News_Release_Oct_11_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/19/00001/News_Release_Oct_11_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000319,"October 11, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special744,744,"News Release (October 11, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/01/00001/News_Release_Oct_11_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/01/00001/News_Release_Oct_11_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000701,"October 11, 1967",New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special745,745,"News Release (October 12, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/20/00001/News_Release_Oct_12_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/20/00001/News_Release_Oct_12_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000320,"October 12, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special746,746,"News Release (October 12, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/02/00001/News_Release_Oct_12_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/02/00001/News_Release_Oct_12_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000702,"October 12, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special747,747,"News Release (October 17, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/03/00001/News_Release_Oct_17_1967_Rogersthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/03/00001/News_Release_Oct_17_1967_Rogers.pdf,http://ncf.sobek.ufl.edu/NCF0000703,"October 17, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special748,748,"News Release (October 18, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/05/00001/News_Release_Oct_18_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/05/00001/News_Release_Oct_18_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000505,"October 18, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special749,749,"News Release (October 19, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/21/00001/News_Release_Oct_19_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/21/00001/News_Release_Oct_19_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000321,"October 19, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special750,750,"News Release (October 19, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/22/00001/News_Release_Oct_19_1965_Burithm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/22/00001/News_Release_Oct_19_1965_Buri.pdf,http://ncf.sobek.ufl.edu/NCF0000322,"October 19, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special751,751,"News Release (October 19, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/23/00001/News_Release_Oct_19_1965_Russianthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/23/00001/News_Release_Oct_19_1965_Russian.pdf,http://ncf.sobek.ufl.edu/NCF0000323,"October 19, 1965",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special752,752,"News Release (October 19, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/04/00001/News_Release_Oct_19_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/04/00001/News_Release_Oct_19_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000704,"October 19, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special753,753,News Release (October 1965),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/37/00001/News_Release_Oct_1965_Little_Angelsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/37/00001/News_Release_Oct_1965_Little_Angels.pdf,http://ncf.sobek.ufl.edu/NCF0000337,October 1965,New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special754,754,News Release (October 1965),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/38/00001/News_Release_Oct_1965_Little_Angels_2thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/38/00001/News_Release_Oct_1965_Little_Angels_2.pdf,http://ncf.sobek.ufl.edu/NCF0000338,October 1965,New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special755,755,News Release (October 1967),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/12/00001/News_Release_Oct_1967_Giftthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/12/00001/News_Release_Oct_1967_Gift.pdf,http://ncf.sobek.ufl.edu/NCF0000712,October 1967,New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special756,756,News Release (October 1967),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/16/00001/News_Release_Oct_1967_Photo_Captionthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/16/00001/News_Release_Oct_1967_Photo_Caption.pdf,http://ncf.sobek.ufl.edu/NCF0000716,October 1967,New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special757,757,"News Release (October 2, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/02/00001/News_Release_Oct_02_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/02/00001/News_Release_Oct_02_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000502,"October 2, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
